Symbol,Name,ISIN,Exchange,Sector,Series
WONDERLA,WONDERLA HOLIDAYS LTD.,INE066O01014,NSE,Unknown,BE
WOOLWORTH,UNIWORTH LTD-DEP SETT,INE207A01013,NSE,Unknown,BE
WORTH,WORTH PERIPHERALS LIMITED,INE196Y01018,NSE,Unknown,BE
WSI,W.S.INDUSTRIES (I) LTD.,INE100D01014,NSE,Unknown,BE
WSTCSTPAPR,WEST COAST PAPER MILLS,INE976A01021,NSE,Unknown,BE
WTICAB,WISE TRAVEL INDIA LIMITED,INE623Y01011,NSE,Unknown,SM
XCHANGING,XCHANGING SOLUTIONS LTD,INE692G01013,NSE,Unknown,BE
XELPMOC,XELPMOC DESIGN & TECH LTD,INE01P501012,NSE,Unknown,BE
XLENERGY,XL ENERGY LIMITED,INE183H01011,NSE,Unknown,BE
XPROINDIA,XPRO INDIA LIMITED,INE445C01015,NSE,Unknown,BE
XTGLOBAL,XTGLOBAL INFOTECH LIMITED,INE547B01028,NSE,Unknown,BE
YAARI,YAARI DIGI INT SER LTD,INE126M01010,NSE,Unknown,BE
YASHO,YASHO INDUSTRIES LIMITED,INE616Z01012,NSE,Unknown,BE
YASHOPTICS,YASH OPTICS & LENS LTD,INE0TO601017,NSE,Unknown,SM
YATHARTH,YATHARTH HOSP & TRA C S L,INE0JO301016,NSE,Unknown,BE
YATRA,YATRA ONLINE LIMITED,INE0JR601024,NSE,Unknown,BE
YCCL,YASONS CHEMEX CARE LTD,INE08S201019,NSE,Unknown,SM
YESBANK,YES BANK LIMITED,INE528G01035,NSE,Unknown,BE
YOGOPHARM,YOGI PHARMACY LTD,INE302101014,NSE,Unknown,EQ
YUDIZ,YUDIZ SOLUTIONS LIMITED,INE09FA01019,NSE,Unknown,SM
YUKEN,YUKEN INDIA LIMITED,INE384C01016,NSE,Unknown,BE
YUKENINDIA,YUKEN INDIA LTD,INE302501015,NSE,Unknown,EQ
ZAGGLE,ZAGGLE PREPA OCEAN SER L,INE07K301024,NSE,Unknown,BE
ZEAL,ZEAL GLOBAL SERVICES LTD,INE0PPS01018,NSE,Unknown,SM
ZEEL,ZEE ENTERTAINMENT ENT LTD,INE256A01028,NSE,Unknown,BE
ZEELEARN,ZEE LEARN LIMITED,INE565L01011,NSE,Unknown,BE
ZEEMEDIA,ZEE MEDIA CORPORATION LTD,INE966H01019,NSE,Unknown,BE
ZENITHDRUG,ZENITH DRUGS LIMITED,INE0QWN01013,NSE,Unknown,SM
ZENITHEXPO,ZENITH EXPORTS LTD,INE058B01018,NSE,Unknown,BE
ZENITHSTL,ZENITH STEEL PIP IND LTD,INE318D01020,NSE,Unknown,BE
ZENSARTECH,ZENSAR TECHNOLOGIES LTD,INE520A01027,NSE,Unknown,BE
ZENTEC,ZEN TECHNOLOGIES LIMITED,INE251B01027,NSE,Unknown,BE
ZFCVINDIA,ZF COM VE CTR SYS IND LTD,INE342J01019,NSE,Unknown,BE
ZFSTEERING,ZFSTEERINGGEAR-ROLL SETT,INE116C01012,NSE,Unknown,BE
ZICOM,ZICOM ELECT SEC SYS LTD,INE871B01014,NSE,Unknown,BE
ZILONPHARM,ZILLION PHARMACHEM LTD,INE303501014,NSE,Unknown,EQ
ZIMLAB,ZIM LABORATORIES LIMITED,INE518E01015,NSE,Unknown,BE
ZODIAC,ZODIAC ENERGY LIMITED,INE761Y01019,NSE,Unknown,BE
ZODIACLOTH,ZODIAC CLOTHING CO LTD,INE206B01013,NSE,Unknown,BE
ZODJRDMKJ,ZODIAC JRD MKJ- LTD,INE077B01018,NSE,Unknown,BE
ZOTA,ZOTA HEALTH CARE LIMITED,INE358U01012,NSE,Unknown,BE
ZTECH,Z-TECH (INDIA) LIMITED,INE0ISZ01012,NSE,Unknown,SM
ZUARI,ZUARI AGRO CHEMICALS LTD,INE840M01016,NSE,Unknown,BE
ZUARIIND,ZUARI INDUSTRIES LIMITED,INE217A01012,NSE,Unknown,BE
ZYDUSLIFE,ZYDUS LIFESCIENCES LTD,INE010B01027,NSE,Unknown,BE
ZYDUSWELL,ZYDUS WELLNESS LIMITED,INE768C01028,NSE,Unknown,BE
ZYLOG,ZYLOG SYSTEMS LTD.,INE225I01026,NSE,Unknown,BE
ARUNAHTEL,Aruna Hotels Ltd.,INE957C01019,BSE,Unknown,EQ
ATVPR,ATV Projects India Ltd,INE447A01015,BSE,Unknown,EQ
BEML,BEML Ltd,INE258A01024,BSE,Unknown,EQ
BIHSPONG,Bihar Sponge Iron Ltd,INE819C01011,BSE,Unknown,EQ
QUESTCAP,QUEST CAPITAL MARKETS LIMITED,INE418C01012,BSE,Unknown,EQ
FGP,FGP Ltd,INE512A01016,BSE,Unknown,EQ
PHCAP,P.H. Capital Ltd.,INE160F01013,BSE,Unknown,EQ
METROGLOBL,Metroglobal Limited,INE085D01033,BSE,Unknown,EQ
HARCR,Harig Crankshafts Ltd.,INE905C01034,BSE,Unknown,EQ
PRAGBOS,Prag Bosimi Synthetics Ltd.,INE962B01011,BSE,Unknown,EQ
INDLEASE,India Lease Devl. Ltd.,INE333C01013,BSE,Unknown,EQ
MARGOFIN,Margo Finance Limited,INE680B01019,BSE,Unknown,EQ
JASCH,Jasch Industries Ltd.,INE711C01028,BSE,Unknown,EQ
MAFATIND,Mafatlal Industries Ltd.,INE270B01035,BSE,Unknown,EQ
MAJESAUT,Majestic Auto Ltd.,INE201B01022,BSE,Unknown,EQ
BARODARY,Baroda Rayon Corpn. Ltd.,INE461A01024,BSE,Unknown,EQ
MIDINDIA,Mid India Industries Limited,INE401C01018,BSE,Unknown,EQ
NAPEROL,Naperol Investments Limited,INE585A01020,BSE,Unknown,EQ
JAYKAY,Jaykay Enterprises Limited,INE903A01025,BSE,Unknown,EQ
INDSUCR,Indian Sucrose Ltd.,INE557C01017,BSE,Unknown,EQ
PANCM,Panyam Cements & Mineral Inds. Ltd.,INE167E01037,BSE,Unknown,EQ
RAPICUT,Rapicut Carbides Ltd.,INE350D01015,BSE,Unknown,EQ
WELSPLSOL,WELSPUN SPECIALTY SOLUTIONS LIMITED,INE731F01037,BSE,Unknown,EQ
SALORAINTL,Salora International Limited,INE924A01013,BSE,Unknown,EQ
SKPMIL,Shree Krishna Paper Mills & Industr,INE970C01012,BSE,Unknown,EQ
SILVERLINE,Silverline Technologies Ltd.,INE368A01021,BSE,Unknown,EQ
STEELCO,Steelco Gujarat Ltd,INE629B01032,BSE,Unknown,EQ
TIMEX,Timex Group India Ltd,INE064A01026,BSE,Unknown,EQ
TPINDIA,TPI India Ltd.,INE578C01021,BSE,Unknown,EQ
UTLINDS,UTL Industries Limited,INE184E01024,BSE,Unknown,EQ
HOCL,Hindustan Organic Chemicals Ltd.,INE048A01011,BSE,Unknown,EQ
MPILCORPL,MPIL CORPORATION LIMITED,INE844C01027,BSE,Unknown,EQ
TEAM24,TEAM24 CONSUMER PRODUCTS LIMITED,INE601A01017,BSE,Unknown,EQ
SUNRINV,Sunrise Industrial Traders Ltd.,INE371U01015,BSE,Unknown,EQ
ZGOLDINV,Gold Rock Investments Ltd.,INE598F01014,BSE,Unknown,EQ
PEOPLIN,Peoples Investments Ltd.,INE644U01015,BSE,Unknown,EQ
DSINVEST,Dalal Street Investments Ltd.,INE422D01012,BSE,Unknown,EQ
KARTKIN,Kartik Investments Trust Ltd.,INE524U01019,BSE,Unknown,EQ
ANTARIKSH,ANTARIKSH INDUSTRIES LIMITED,INE825M01017,BSE,Unknown,EQ
INDPRUD,Industrial & Prudential Inv. Co. Lt,INE620D01011,BSE,Unknown,EQ
TATAINVEST,Tata Investment Corporation Ltd.,INE672A01026,BSE,Unknown,EQ
JAYBHCR,Jayabharat Credit Ltd.,INE998D01011,BSE,Unknown,EQ
PRISMX,PRISMX GLOBAL VENTURES LIMITED,INE286N01028,BSE,Unknown,EQ
RAPIDIN,Rapid Investments Ltd.,INE154M01012,BSE,Unknown,EQ
WALCHPF,Walchand Peoplefirst Limited,INE695D01021,BSE,Unknown,EQ
ZSWASTSA,Swastik Safe Deposit & Invest. Ltd.,INE094R01019,BSE,Unknown,EQ
WHBRADY,W.H. Brady & Co. Ltd.,INE855A01019,BSE,Unknown,EQ
TECHNVISN,TechNVision Ventures Limited,INE314H01012,BSE,Unknown,EQ
BOMBCYC,Bombay Cycle & Motor Agency Ltd.,INE691K01017,BSE,Unknown,EQ
MULLER,Muller & Phipps (India) Ltd.,INE003F01015,BSE,Unknown,EQ
SFTL,SPRINGFORM TECHNOLOGY LIMITED,INE02ZA01012,BSE,Unknown,EQ
AMALGAM,Amalgamated Electricity Co. Ltd.,INE492N01022,BSE,Unknown,EQ
ANANDPROJ,Anand Projects Ltd,INE134R01013,BSE,Unknown,EQ
INDIANVSH,India Nivesh Limited,INE131H01028,BSE,Unknown,EQ
DHENUBUILD,Dhenu Buildcon Infra Limited,INE758D01027,BSE,Unknown,EQ
ASIIL,ASI INDUSTRIES LIMITED,INE443A01030,BSE,Unknown,EQ
LERTHAI,LERTHAI FINANCE LIMITED,INE347D01011,BSE,Unknown,EQ
TRIVENIGQ,Triveni Glass Ltd.,INE094C01011,BSE,Unknown,EQ
NILACHAL,Nilachal Refractories Ltd.,INE416N01013,BSE,Unknown,EQ
CITADEL,Citadel Realty And Developers Limited,INE906D01014,BSE,Unknown,EQ
NATHIND,NATH INDUSTRIES LIMITED,INE777A01023,BSE,Unknown,EQ
VAPIENTER,VAPI ENTERPRISE LIMITED,INE464D01014,BSE,Unknown,EQ
ZGAEKWAR,Gaekwar Mills Ltd.,INE837X01027,BSE,Unknown,EQ
HPCOTTON,H.P. Cotton Textile Mills Ltd.,INE950C01014,BSE,Unknown,EQ
UNITEDINT,United Interactive Limited,INE706D01018,BSE,Unknown,EQ
JAMSHRI,JAMSHRI REALTY LIMITED,INE462D01034,BSE,Unknown,EQ
KATRSPG,Katare Spinning Mills Ltd.,INE498G01015,BSE,Unknown,EQ
PASUSPG,Pasupati Spg. & Wvg. Mills Ltd.,INE909B01020,BSE,Unknown,EQ
RAJABAH,Raja Bahadur International Ltd,INE491N01016,BSE,Unknown,EQ
VICTMILL,Victoria Mills Ltd.,INE203D01016,BSE,Unknown,EQ
ZSVTRADI,S.V. Trading & Agencies Ltd.,INE404N01019,BSE,Unknown,EQ
ZSVARAJT,Svaraj Trading & Agencies Ltd.,INE406N01014,BSE,Unknown,EQ
KSHITIJ,Kshitij Investments Ltd,INE733N01011,BSE,Unknown,EQ
SALSAIN,Shree Salasar Investment Ltd.,INE315N01017,BSE,Unknown,EQ
INDSOYA,Indsoya Limited,INE314N01028,BSE,Unknown,EQ
ZODIACVEN,Zodiac Ventures Limited,INE945J01027,BSE,Unknown,EQ
SW1,SW Investments Limited,INE948K01011,BSE,Unknown,EQ
TILAK,Tilak Ventures Limited,INE026L01022,BSE,Unknown,EQ
UNIJOLL,Unijolly Investments Co. Ltd.,INE130N01010,BSE,Unknown,EQ
WAGEND,Wagend Infra Venture Limited,INE786K01023,BSE,Unknown,EQ
ELCIDIN,Elcid Investments Ltd.,INE927X01018,BSE,Unknown,EQ
MEDIAONE,Mediaone Global Entertainment Limited,INE828I01019,BSE,Unknown,EQ
HEALINV,Healthy Investments Ltd.,INE160N01017,BSE,Unknown,EQ
MODWOOL,Modella Woollens Ltd.,INE380D01012,BSE,Unknown,EQ
MODIPON,Modipon Ltd.,INE170C01019,BSE,Unknown,EQ
SHRIDINE,Shri Dinesh Mills Ltd.,INE204C01024,BSE,Unknown,EQ
SWADPOL,Swadeshi Polytex Ltd.,INE243N01029,BSE,Unknown,EQ
SHRAJSYNQ,Shree Rajasthan Syntex Ltd.,INE796C01011,BSE,Unknown,EQ
SHRMFGC,Shree Manufacturing Co. Ltd.,INE632A01012,BSE,Unknown,EQ
ZSATYASL,Satyam Silk Mills Ltd,INE07MC01015,BSE,Unknown,EQ
ELPROINTL,Elpro International Ltd.,INE579B01039,BSE,Unknown,EQ
GEE,GEE Ltd.,INE064H01021,BSE,Unknown,EQ
JYOTI,Jyoti Ltd.,INE511D01012,BSE,Unknown,EQ
JSLINDL,JSL Industries Ltd.,INE581L01018,BSE,Unknown,EQ
KAYCEEI,Kaycee Industries Ltd.,INE813G01023,BSE,Unknown,EQ
INDOKEM,Indokem Ltd,INE716F01012,BSE,Unknown,EQ
PERMAGN,Permanent Magnets Ltd.,INE418E01018,BSE,Unknown,EQ
HIGHENE,High Energy Batteries (India) Ltd.,INE783E01023,BSE,Unknown,EQ
STDBAT,Standard Batteries Ltd.,INE502C01039,BSE,Unknown,EQ
DLTNCBL,Delton Cables Ltd.,INE872E01016,BSE,Unknown,EQ
LAKSELEC,Lakshmi Electrical Control Systems,INE284C01018,BSE,Unknown,EQ
MODULEX,MODULEX CONSTRUCTION TECHNOLOGIES LIMITED,INE064R01012,BSE,Unknown,EQ
LONGSPUR,Longspur International Ventures Limited,INE180M01033,BSE,Unknown,EQ
RRP,RRP SEMICONDUCTOR LIMITED,INE713N01013,BSE,Unknown,EQ
EMPOWER,Empower India Limited,INE507F01023,BSE,Unknown,EQ
ZMULTIPU,Multipurpose Trading & Agencies Ltd,INE017P01014,BSE,Unknown,EQ
RIDHISYN,Ridhi Synthetics Ltd.,INE07LK01010,BSE,Unknown,EQ
GRANDMA,Grandma Trading & Agencies Ltd.,INE927M01029,BSE,Unknown,EQ
ZARDIINV,Ardi Investment & Trading Ltd.,INE0LKP01014,BSE,Unknown,EQ
SOFTBPO,Softbpo Global Services Ltd.,INE459E01012,BSE,Unknown,EQ
NYSSACORP,Nyssa Corporation Limited,INE812K01027,BSE,Unknown,EQ
FLOMIC,FLOMIC GLOBAL LOGISTICS LIMITED,INE952M01019,BSE,Unknown,EQ
KRISHNA,Krishna Ventures Limited,INE537L01010,BSE,Unknown,EQ
GANHOLD,Ganesh Holding Ltd.,INE932M01011,BSE,Unknown,EQ
SJCORP,SJ Corporation Limited,INE312B01027,BSE,Unknown,EQ
UNIABEXAL,Uni-Abex Alloy Products Ltd.,INE361D01012,BSE,Unknown,EQ
BGWTATO,Bhagwati Autocast Limited,INE106G01014,BSE,Unknown,EQ
BOMBWIR,Bombay Wire Ropes Ltd.,INE089T01023,BSE,Unknown,EQ
AZADIND,AZAD INDIA MOBILITY LIMITED,INE566M01017,BSE,Unknown,EQ
INLCM,Indian Link Chain Mnfrs. Ltd.,INE359D01024,BSE,Unknown,EQ
INFORTEC,Informed Technologies India Ltd.,INE123E01014,BSE,Unknown,EQ
KAIRA,Kaira Can Co. Ltd.,INE375D01012,BSE,Unknown,EQ
NATIONSTD,National Standard (India) Limited,INE166R01015,BSE,Unknown,EQ
RATHIST,Rathi Steel & Power Ltd,INE336C01016,BSE,Unknown,EQ
DUNCANENG,Duncan Engineering Limited,INE340F01011,BSE,Unknown,EQ
STOVACQ,Stovec Industries Ltd.,INE755D01015,BSE,Unknown,EQ
ZWELCAST,Welcast Steels Ltd.,INE380G01015,BSE,Unknown,EQ
WMINIMT,Western Ministil Ltd.,INE187U01015,BSE,Unknown,EQ
AUTOPRD,Automobile Products of India Ltd.,INE0NY101012,BSE,Unknown,EQ
ACGL,Automobile Corpn. of Goa Ltd.,INE451C01013,BSE,Unknown,EQ
INRADIA,India Radiators Ltd.,INE461Y01016,BSE,Unknown,EQ
JAINEX,JAINEX AAMCOL LTD.,INE280F01019,BSE,Unknown,EQ
VELJAN,Veljan Denison Limited,INE232E01013,BSE,Unknown,EQ
GGDPROP,G. G. Dandekar Properties Limited,INE631D01026,BSE,Unknown,EQ
TULIVE,Tulive Developers Limited,INE637D01015,BSE,Unknown,EQ
KPT,KPT INDUSTRIES LIMITED,INE731D01024,BSE,Unknown,EQ
LAKSHMIEW,LAKSHMI ENGINEERING AND WAREHOUSING LIMITED,INE718M01022,BSE,Unknown,EQ
LYNMC,Lynx Machinery & Commercials Ltd.,INE732D01014,BSE,Unknown,EQ
HARSHILAGR,HARSHIL AGROTECH LIMITED,INE098E01026,BSE,Unknown,EQ
MONOT,Monotype India Ltd.,INE811D01024,BSE,Unknown,EQ
INTEGRAEN,Integra Engineering India Ltd.,INE984B01023,BSE,Unknown,EQ
PSITINFRA,PS IT Infrastructure & Services Limited,INE953M01033,BSE,Unknown,EQ
GHVINFRA,GHV INFRA PROJECTS LIMITED,INE809Q01020,BSE,Unknown,EQ
SHYMINV,Shyamkamal Investments Ltd.,INE203N01015,BSE,Unknown,EQ
ZHEMHOLD,HEM Holdings and Trading Ltd.,INE721U01011,BSE,Unknown,EQ
MAHACORP,Maharashtra Corporation Ltd.,INE272E01027,BSE,Unknown,EQ
ZKOVALIN,Kovalam Inv. & Trading Co.Ltd.,INE735U01011,BSE,Unknown,EQ
MULTIIN,Multiplus Holdings Ltd.,INE886E01016,BSE,Unknown,EQ
SKYLMILAR,Skyline Millars Ltd,INE178E01026,BSE,Unknown,EQ
TAPARIA,Taparia Tools Ltd.,INE614R01014,BSE,Unknown,EQ
BRADYM,Brady & Morris Engineering Co. Ltd.,INE856A01017,BSE,Unknown,EQ
LATIMMETAL,La Tim Metal & Industries Limited,INE501N01020,BSE,Unknown,EQ
DECANBRG,Deccan Bearings Ltd.,INE498D01012,BSE,Unknown,EQ
HIMTEK,HIM TEKNOFORGE LIMITED,INE705G01021,BSE,Unknown,EQ
ALGOQUANT,ALGOQUANT FINTECH LIMITED,INE598D01035,BSE,Unknown,EQ
SINGER,Singer India Limited,INE638A01035,BSE,Unknown,EQ
INTLCOMBQ,International Combustion (India) Lt,INE403C01014,BSE,Unknown,EQ
JOSTS,Josts Engineering Co. Ltd.,INE636D01041,BSE,Unknown,EQ
MPCOSEMB,Mipco Seamless Rings (Gujarat) Ltd.,INE860N01012,BSE,Unknown,EQ
ROLCOEN,Rolcon Engineering Co. Ltd.,INE775R01013,BSE,Unknown,EQ
SNL,SNL Bearings Ltd.,INE568F01017,BSE,Unknown,EQ
JAIPAN,Jaipan Industries Ltd,INE058D01030,BSE,Unknown,EQ
WPIL,WPIL Ltd,INE765D01022,BSE,Unknown,EQ
HINDHARD,HINDUSTAN HARDY LIMITED,INE724D01011,BSE,Unknown,EQ
TRITONV,Triton Valves Ltd.,INE440G01017,BSE,Unknown,EQ
SUDAI,Sudal Industries Limited,INE618D01015,BSE,Unknown,EQ
HVL,HARIYANA VENTURES LIMITED,INE219D01012,BSE,Unknown,EQ
ZPRBHSTE,Prabhu Steel Industries Ltd.,INE821R01015,BSE,Unknown,EQ
STANROS,Stanrose Mafatlal Investments & Fin,INE441L01015,BSE,Unknown,EQ
ALNATRD,Alna Trading & Exports Ltd.,INE07I701011,BSE,Unknown,EQ
VOLKAI,Kairosoft AI Solutions Limited,INE820M01018,BSE,Unknown,EQ
PARNAXLAB,Parnax Lab Limited,INE383L01019,BSE,Unknown,EQ
GOURMET,GOURMET GATEWAY INDIA LIMITED,INE512D01028,BSE,Unknown,EQ
ISHWATR,Ishwarshakti Holdings & Traders Ltd,INE073I01012,BSE,Unknown,EQ
TERRAFORM,Terraform Magnum Limited,INE122V01010,BSE,Unknown,EQ
APIS,Apis India Ltd,INE070K01014,BSE,Unknown,EQ
VELOX,Velox Shipping and Logistics Limited,INE092P01017,BSE,Unknown,EQ
EMERGENT,EMERGENT INDUSTRIAL SOLUTIONS LIMITED,INE668L01013,BSE,Unknown,EQ
GCKL,GALAXY CLOUD KITCHENS LIMITED,INE403B01016,BSE,Unknown,EQ
ZSARVAMA,Sarvamangal Mercantile Co. Ltd.,INE978L01016,BSE,Unknown,EQ
SASHWAT,Sashwat Technocrats Limited,INE789D01014,BSE,Unknown,EQ
STARSOURCE,STARSOURCE MULTITRADE LIMITED,INE320M01019,BSE,Unknown,EQ
FERMENTA,FERMENTA BIOTECH LIMITED,INE225B01021,BSE,Unknown,EQ
JAYCH,Jayshree Chemicals Ltd.,INE693E01016,BSE,Unknown,EQ
KELENRG,Keltech Energies Ltd.,INE881E01017,BSE,Unknown,EQ
KEMP,Kemp & Company Limited,INE060E01018,BSE,Unknown,EQ
MPAGI,M.P. Agro Industries Ltd.,INE468C01017,BSE,Unknown,EQ
PBGLOBAL,PB Global Limited,INE615W01011,BSE,Unknown,EQ
AMAL,Amal Ltd,INE841D01013,BSE,Unknown,EQ
POLYCHEM,Polychem Ltd,INE752B01024,BSE,Unknown,EQ
ZR2,ZR2 BIOENERGY LIMITED,INE218N01021,BSE,Unknown,EQ
ULTRAMAR,Ultramarine & Pigments Ltd.,INE405A01021,BSE,Unknown,EQ
GUJPETR,Gujarat Petrosynthese Ltd.,INE636P01011,BSE,Unknown,EQ
SWADEIN,Swadeshi Industries Leasing Co. Ltd,INE716M01034,BSE,Unknown,EQ
MASCH,Master Chemicals Ltd.,INE523D01017,BSE,Unknown,EQ
SCBL,Saptak Chem And Business Limited,INE467X01023,BSE,Unknown,EQ
MAKERSL,Makers Laboratories Ltd.,INE987A01010,BSE,Unknown,EQ
CONTCHM,Continental Chemicals Ltd.,INE423K01015,BSE,Unknown,EQ
RAJSPTR,Rajasthan Petro Synthetics Ltd.,INE374C01017,BSE,Unknown,EQ
APTPACK,Apt Packaging Ltd,INE046E01025,BSE,Unknown,EQ
BLUECHIPT,Blue Chip Tex Industries Ltd.,INE472D01017,BSE,Unknown,EQ
EMERALL,Emerald Leisures Limited,INE044N01021,BSE,Unknown,EQ
RAVALSUGAR,The Ravalgaon Sugar Farm Limited,INE615A01025,BSE,Unknown,EQ
KFBL,Kothari Fermanatation & Biochem Ltd,INE991B01010,BSE,Unknown,EQ
CAPRO,Caprolactam Chemicals ltd.,INE470N01010,BSE,Unknown,EQ
PICCASUG,Piccadily Sugar  & Allied Ltd.,INE544C01023,BSE,Unknown,EQ
CJGEL,C.J. Gelatine Products Ltd.,INE557D01015,BSE,Unknown,EQ
THAKKERS,THAKKERS GROUP LIMITED,INE04VT01017,BSE,Unknown,EQ
CORAGRO,Coromandel Agro Products & Oils Ltd,INE495D01018,BSE,Unknown,EQ
KLRFM,KOVILPATTI LAKSHMI ROLLER FLOUR MILLS  LTD,INE014E01015,BSE,Unknown,EQ
OLYOI,Olympic Oil Industries Ltd.,INE286E01019,BSE,Unknown,EQ
MLKFOOD,Milkfood Ltd.,INE588G01021,BSE,Unknown,EQ
POLSON,Polson Ltd.,INE339F01021,BSE,Unknown,EQ
SIGNGCL,SIGNATURE GREEN CORPORATION LIMITED,INE131O01024,BSE,Unknown,EQ
ORIBEVER,Orient Beverages Ltd.,INE247F01018,BSE,Unknown,EQ
TGVSL,TGV SRAAC LIMITED,INE284B01028,BSE,Unknown,EQ
LIMECHM,Lime Chemicals Ltd.,INE891G01011,BSE,Unknown,EQ
UNTTEMI,United Leasing & Industries Ltd,INE357P01014,BSE,Unknown,EQ
NOL,National Oxygen Ltd.,INE296D01010,BSE,Unknown,EQ
COMPUPN,Computer Point Ltd.,INE607B01012,BSE,Unknown,EQ
ADDIND,Addi Industries Ltd.,INE757C01021,BSE,Unknown,EQ
PIONRINV,Pioneer Investcorp Ltd,INE746D01014,BSE,Unknown,EQ
ASHNOOR,Ashnoor Textiles Mills Ltd.,INE372I01018,BSE,Unknown,EQ
LKPFIN,LKP Finance Limited,INE724A01017,BSE,Unknown,EQ
EASTBUILD,East Buildtech Limited,INE706N01017,BSE,Unknown,EQ
MNPLFIN,Manipal Finance Corporation Ltd.,INE798E01013,BSE,Unknown,EQ
BAJAJST,Bajaj Steel Industries Ltd.,INE704G01024,BSE,Unknown,EQ
KIDUJA,Kiduja  India  Ltd,INE845A01028,BSE,Unknown,EQ
KEYCORP,Key Corp Ltd,INE130F01016,BSE,Unknown,EQ
SHIKHARLETR,Shikhar Leasing and Trading Ltd.,INE02BV01019,BSE,Unknown,EQ
GUJHOTE,Gujarat Hotels Ltd.,INE621C01011,BSE,Unknown,EQ
FYNX,FYNX CAPITAL LIMITED,INE455H01013,BSE,Unknown,EQ
JOLYPLS,Jolly Plastic Industries Ltd.,INE289M01016,BSE,Unknown,EQ
JINDHOT,Jindal Hotels Ltd.,INE726D01016,BSE,Unknown,EQ
SERIND,SER Industries Ltd,INE358F01013,BSE,Unknown,EQ
JPTRLES,Jupiter Industries & Leasing Ltd.,INE990E01016,BSE,Unknown,EQ
SIMMOND,Simmonds-Marshall Ltd,INE657D01021,BSE,Unknown,EQ
BNALTD,B & A Ltd.,INE489D01011,BSE,Unknown,EQ
COCHMAL,Cochin Malabar Estates & Indus. Ltd,INE788M01017,BSE,Unknown,EQ
BESTEAST,Best Eastern Hotels Limited,INE553F01035,BSE,Unknown,EQ
NEAGI,Neelamalai Agro Industries Ltd.,INE605D01012,BSE,Unknown,EQ
ISTLTD,IST Limited,INE684B01029,BSE,Unknown,EQ
DIAMANT,Diamant Infrastructure Limited,INE206I01026,BSE,Unknown,EQ
NEWMKTADV,New Markets Advisory Ltd,INE800K01014,BSE,Unknown,EQ
NITINCAST,Nitin Castings Limited,INE861H01020,BSE,Unknown,EQ
NEXOME,NEXOME CAPITAL MARKETS LIMITED,INE641A01013,BSE,Unknown,EQ
IRONWOOD,IRONWOOD EDUCATION LIMITED,INE791H01011,BSE,Unknown,EQ
MSRINDIA,MSR India Limited,INE331L01026,BSE,Unknown,EQ
AIRLTD,AVISHKAR INFRA REALTY LIMITED,INE433O01024,BSE,Unknown,EQ
HBLEAS,HB Leasing & Finance Co. Ltd.,INE549B01016,BSE,Unknown,EQ
SHRICON,Shricon Industries Ltd.,INE753D01010,BSE,Unknown,EQ
TRUSTWAVE,TRUSTWAVE SECURITIES LIMITED,INE668Y01016,BSE,Unknown,EQ
SULABEN,Sulabh Engineers & Services Limited,INE673M01029,BSE,Unknown,EQ
FRONTCAP,Frontier Capital Limited,INE977E01013,BSE,Unknown,EQ
NAVNETEDUL,Navneet Education Limited,INE060A01024,BSE,Unknown,EQ
KEDIACN,Kedia Construction Co. Ltd.,INE511J01027,BSE,Unknown,EQ
TRANOCE,Transoceanic Properties Ltd.,INE074J01018,BSE,Unknown,EQ
THAKRAL,Thakral Services (India) Limited,INE190F01028,BSE,Unknown,EQ
GOLDLEG,Golden Legand Leasing & Finance Ltd,INE088E01019,BSE,Unknown,EQ
VJTFEDU,VJTF Eduservices Limited,INE117F01013,BSE,Unknown,EQ
VOLLF,Voltaire Leasing & Finance Ltd.,INE763D01019,BSE,Unknown,EQ
NETLINK,Netlink Solutions (India) Ltd.,INE040F01033,BSE,Unknown,EQ
TRILIANCE,TRILIANCE POLYMERS LIMITED,INE778N01016,BSE,Unknown,EQ
INDINFO,Indian Infotech And Software Ltd.,INE300B01022,BSE,Unknown,EQ
BANASFN,Banas Finance Limited,INE521L01030,BSE,Unknown,EQ
HATHWAYB,Hathway Bhawani Cabletel & Datacom,INE525B01016,BSE,Unknown,EQ
PHOTON,Photon Capital Advisors Ltd,INE107J01016,BSE,Unknown,EQ
OSWALEA,Oswal Leasing Ltd.,INE811Q01018,BSE,Unknown,EQ
INDAG,Indag Rubber Ltd.,INE802D01023,BSE,Unknown,EQ
SEL,Sanathnagar Enterprises Limited,INE367E01033,BSE,Unknown,EQ
BENARAS,Benares Hotels Ltd,INE664D01019,BSE,Unknown,EQ
BHAGWOX,Bhagwati Oxygen Ltd.,INE026I01010,BSE,Unknown,EQ
CRAVATEX,Cravatex Ltd.,INE145E01017,BSE,Unknown,EQ
EMPIND,Empire Industries Ltd.,INE515H01014,BSE,Unknown,EQ
GRAVISSHO,Graviss Hospitality Ltd,INE214F01026,BSE,Unknown,EQ
GARWAMAR,Garware Marine Industries Ltd.,INE925D01014,BSE,Unknown,EQ
HARDCAS,Hardcastle & Waud Mfg. Co. Ltd.,INE722D01015,BSE,Unknown,EQ
ZHINDHSG,Hindustan Housing Co. Ltd.,INE083O01019,BSE,Unknown,EQ
KOTIC,Kothari Industrial Corpn. Ltd.,INE972A01020,BSE,Unknown,EQ
