Symbol,Name,ISIN,Series,yfinance_symbol,Symbol_NSE,Symbol_BSE,BSE_Code
ALOKTEXT,ALOK INDUSTRIES LTD,INE270A01011,BE,ALOKTEXT.NS,ALOKTEXT,,
ALPA,ALPA LABORATORIES LTD,INE385I01010,BE,ALPA.NS,ALPA,ALPA,532878.0
ALPEXSOLAR,ALPEX SOLAR LIMITED,INE0R4701017,SM,ALPEXSOLAR.NS,ALPEXSOLAR,,
ALPHA,KOTAKMAMC - KOTAKALPHA,INF174KA1IA5,EQ,ALPHA.NS,ALPHA,,
ALPHADRUG,ALPHA DRUG INDIA LTD-DEPO,INE256B01018,BE,ALPHADRUG.NS,ALPHADRUG,,
ALPHADRUG,ALPHA DRUG (I) LTD,INE444101013,EQ,ALPHADRUG.NS,ALPHADRUG,,
ALPHAETF,MIRAEAMC - ALPHAETF,INF769K01KU7,EQ,ALPHAETF.NS,ALPHAETF,ALPHAETF,544007.0
ALPHAGEO,ALPHAGEO (INDIA) LIMITED,INE137C01018,BE,ALPHAGEO.NS,ALPHAGEO,ALPHAGEO,526397.0
ALPINEIND,ALPINE INDUSTRIES LTD,INE444301019,EQ,ALPINEIND.NS,ALPINEIND,,
ALPL30IETF,ICICIPRAMC - ICICIALPLV,INF109KC17V7,EQ,ALPL30IETF.NS,ALPL30IETF,ALPL30IETF,543219.0
ALPSINDUS,ALPS INDUSTRIES LTD.,INE093B01015,BE,ALPSINDUS.NS,ALPSINDUS,,
ALSAMARINE,ALSA MARINE AND HARVESTS,INE444501014,EQ,ALSAMARINE.NS,ALSAMARINE,,
ALTOS,ALTOS (I) LTD,INE490401010,EQ,ALTOS.NS,ALTOS,,
ALUWIND,ALUWIND INFRA-TECH LTD,INE0STM01017,SM,ALUWIND.NS,ALUWIND,,
AMANTA,AMANTA HEALTHCARE LIMITED,INE084K01015,BE,AMANTA.NS,AMANTA,AMANTA,544502.0
AMARDYCHEM,AMAR DYECHEM LTD.,INE444701010,EQ,AMARDYCHEM.NS,AMARDYCHEM,,
AMBANIORGO,AMBANI ORGOCHEM LIMITED,INE00C501018,SM,AMBANIORGO.NS,AMBANIORGO,,
AMBASARABH,AMBALAL SARABHAI  ENTER,INE432A01017,BE,AMBASARABH.NS,AMBASARABH,AMBALALSA,500009.0
AMBER,AMBER ENTERPRISES (I) LTD,INE371P01015,BE,AMBER.NS,AMBER,AMBER,540902.0
AMBEY,AMBEY LABORATORIES LTD,INE0M3I01029,SM,AMBEY.NS,AMBEY,,
AMBICAAGAR,AMBICA AGAR & AROMAINDLTD,INE792B01012,BE,AMBICAAGAR.NS,AMBICAAGAR,AMBICAAGAR,532335.0
AMBIKCO,AMBIKA COTTON MILL LTD.,INE540G01014,BE,AMBIKCO.NS,AMBIKCO,AMBIKCO,531978.0
AMBUJACEM,AMBUJA CEMENTS LTD,INE079A01024,BE,AMBUJACEM.NS,AMBUJACEM,AMBUJACEM,500425.0
AMBUJELCST,AMBUJA ELECTROCASTING LTD,INE445001014,EQ,AMBUJELCST.NS,AMBUJELCST,,
AMCL,ANB METAL CAST LIMITED,INE0VG001016,SM,AMCL.NS,AMCL,,
AMDIND,AMD INDUSTRIES LIMITED,INE005I01014,BE,AMDIND.NS,AMDIND,AMDIND,532828.0
AMEYA,AMEYA PRECISION ENG LTD,INE0KT901015,SM,AMEYA.NS,AMEYA,,
AMFORGEIND,AMFORGE INDS LTD DEPO,INE991A01012,BE,AMFORGEIND.NS,AMFORGEIND,,
AMIABLE,AMIABLE LOGISTICS (I) LTD,INE0MTP01013,SM,AMIABLE.NS,AMIABLE,,
AMJLAND,AMJ LAND HOLDINGS LIMITED,INE606A01024,BE,AMJLAND.NS,AMJLAND,AMJLAND,500343.0
AMJUMBO,A AND M JUMBO BAGS LTD,INE749Y01014,SM,AMJUMBO.NS,AMJUMBO,,
AMNPLST,AMINES & PLASTICIZERS LTD,INE275D01022,BE,AMNPLST.NS,AMNPLST,AMNPLST,506248.0
AMRUTANJAN,AMRUTAJAN HEALTH LTD,INE098F01031,BE,AMRUTANJAN.NS,AMRUTANJAN,AMRUTANJAN,590006.0
AMRUTIND,AMRUT INDUSTRIES LTD,INE389801015,EQ,AMRUTIND.NS,AMRUTIND,,
AMTEKAUTO,AMTEL AUTO LTD,INE130C01021,BE,AMTEKAUTO.NS,AMTEKAUTO,,
ANANDRATHI,ANAND RATHI WEALTH LTD,INE463V01026,BE,ANANDRATHI.NS,ANANDRATHI,ANANDRATHI,543415.0
ANANTRAJ,ANANT RAJ LIMITED,INE242C01024,BE,ANANTRAJ.NS,ANANTRAJ,ANANTRAJ,515055.0
ANDHRACEMT,ANDHRA CEMENTS LIMITED,INE666E01012,BE,ANDHRACEMT.NS,ANDHRACEMT,,
ANDHRAPAP,ANDHRA PAPER LIMITED,INE435A01051,BE,ANDHRAPAP.NS,ANDHRAPAP,ANDHRAPAP,502330.0
ANDHRAPET,ANDHRA PETROCHEMICALSLTD.,INE714B01016,BE,ANDHRAPET.NS,ANDHRAPET,ANDHRAPET,500012.0
ANDHRSUGAR,ANDHRA SUGARS LTD.,INE715B01021,BE,ANDHRSUGAR.NS,ANDHRSUGAR,ANDHRSUGAR,590062.0
ANDREWYU,ANDREW YULE & CO LTD,INE449C01025,BE,ANDREWYU.NS,ANDREWYU,ANDREWYU,526173.0
ANDREWYULE,ANDREW YULE & CO. LTD,INE001501019,EQ,ANDREWYULE.NS,ANDREWYULE,,
ANGELONE,ANGEL ONE LIMITED,INE732I01013,BE,ANGELONE.NS,ANGELONE,ANGELONE,543235.0
ANIKINDS,ANIK INDUSTRIES LTD,INE087B01017,BE,ANIKINDS.NS,ANIKINDS,ANIKINDS,519383.0
ANKITMETAL,ANKIT MET & POW LTD,INE106I01010,BE,ANKITMETAL.NS,ANKITMETAL,ANKITMETAL,532870.0
ANLON,ANLON TECHNOLOGY SOL LTD,INE0LR101013,SM,ANLON.NS,ANLON,,
ANMOL,ANMOL INDIA LIMITED,INE02AR01019,BE,ANMOL.NS,ANMOL,ANMOL,542437.0
ANNAPURNA,ANNAPURNA SWADISHT LTD,INE0MGM01017,SM,ANNAPURNA.NS,ANNAPURNA,,
ANONDITA,ANONDITA MEDICARE LIMITED,INE0VTV01012,SM,ANONDITA.NS,ANONDITA,,
ANSALAPI,ANSAL PROP & INFRA LTD,INE436A01026,BE,ANSALAPI.NS,ANSALAPI,ANSALAPI,500013.0
ANSALHSG,ANSAL HOUSING LIMITED,INE880B01015,BE,ANSALHSG.NS,ANSALHSG,ANSALHSG,507828.0
ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,INE818A01017,BE,ANTELOPUS.NS,ANTELOPUS,ANTELOPUS,530075.0
ANTFRIBEAR,ANTFRIBEAR DEPO SETT.,INE779A01011,BE,ANTFRIBEAR.NS,ANTFRIBEAR,,
ANTGRAPHIC,ANTARCTICA LTD,INE414B01021,BE,ANTGRAPHIC.NS,ANTGRAPHIC,,
ANTHEM,ANTHEM BIOSCIENCES LTD,INE0CZ201020,BE,ANTHEM.NS,ANTHEM,ANTHEM,544449.0
ANUHPHR,ANUH PHARMA LIMITED,INE489G01022,BE,ANUHPHR.NS,ANUHPHR,ANUHPHR,506260.0
ANUP,THE ANUP ENGINEERING LTD,INE294Z01018,BE,ANUP.NS,ANUP,ANUP,542460.0
ANURAS,ANUPAM RASAYAN INDIA LTD,INE930P01018,BE,ANURAS.NS,ANURAS,ANURAS,543275.0
ANYA,ANYA POLYTECH & FERTI LTD,INE0SI601032,SM,ANYA.NS,ANYA,,
AONEGOLD,AONEAMC - AONEGOLD,INF1J2R01114,EQ,AONEGOLD.NS,AONEGOLD,,
AONELIQUID,AONEAMC - AONELIQUID,INF1J2R01056,EQ,AONELIQUID.NS,AONELIQUID,,
AONENIFTY,AONEAMC - AONENIFTY,INF1J2R01064,EQ,AONENIFTY.NS,AONENIFTY,,
AONETOTAL,AONEAMC - AONETOTAL,INF1J2R01015,EQ,AONETOTAL.NS,AONETOTAL,,
APARINDS,APAR INDUSTRIES LTD.,INE372A01015,BE,APARINDS.NS,APARINDS,APARINDS,532259.0
APCL,ANJANI PORTLAND CEM LTD,INE071F01012,BE,APCL.NS,APCL,APCL,518091.0
APCOTEXIND,APCOTEX INDUSTRIES LIMITE,INE116A01032,BE,APCOTEXIND.NS,APCOTEXIND,APCOTEXIND,523694.0
APEX,APEX FROZEN FOODS LIMITED,INE346W01013,BE,APEX.NS,APEX,APEX,540692.0
APEXECO,APEX ECOTECH LIMITED,INE0T4V01015,SM,APEXECO.NS,APEXECO,,
APLAPOLLO,APL APOLLO TUBES LTD,INE702C01027,BE,APLAPOLLO.NS,APLAPOLLO,APLAPOLLO,533758.0
APLLTD,ALEMBIC PHARMA LTD,INE901L01018,BE,APLLTD.NS,APLLTD,APLLTD,533573.0
APOLLO,APOLLO MICRO SYSTEMS LTD,INE713T01028,BE,APOLLO.NS,APOLLO,APOLLO,540879.0
APOLLOHOSP,APOLLO HOSPITALS LTD-DEPO,INE437A01024,BE,APOLLOHOSP.NS,APOLLOHOSP,APOLLOHOSP,508869.0
APOLLOPIPE,APOLLO PIPES LIMITED,INE126J01016,BE,APOLLOPIPE.NS,APOLLOPIPE,APOLLOPIPE,531761.0
APOLLOTUBE,APOLLO TUBES LTD.,INE004301011,EQ,APOLLOTUBE.NS,APOLLOTUBE,,
APOLLOTYRE,APOLLOTYRE DEPO,INE438A01022,BE,APOLLOTYRE.NS,APOLLOTYRE,APOLLOTYRE,500877.0
APOLSINHOT,APOLLO SINDOORI HOTEL LTD,INE451F01024,BE,APOLSINHOT.NS,APOLSINHOT,,
APPLECREDT,APPLE CREDIT CORP DEP.SET,INE212A01013,BE,APPLECREDT.NS,APPLECREDT,,
APPLEIND,APPLE FINANCE LTD.,INE096A01010,BE,APPLEIND.NS,APPLEIND,UTIQUE,500014.0
APRAMEYA,APRAMEYA ENGINEERING LTD,INE0LQG01010,SM,APRAMEYA.NS,APRAMEYA,,
APS,AUSTRALIAN PREM SOLAR I L,INE0P0001010,SM,APS.NS,APS,,
APTECHT,APTECH LIMITED,INE266F01018,BE,APTECHT.NS,APTECHT,APTECHT,532475.0
APTUS,APTUS VALUE HSG FIN I LTD,INE852O01025,BE,APTUS.NS,APTUS,APTUS,543335.0
ARABIAN,ARABIAN PETROLEUM LIMITED,INE08NJ01024,SM,ARABIAN.NS,ARABIAN,,
ARAVALISEC,ARAVALI SECURITIES AND FI,INE445901015,EQ,ARAVALISEC.NS,ARAVALISEC,,
ARCHIDPLY,ARCHIDPLY IND. LTD,INE877I01016,BE,ARCHIDPLY.NS,ARCHIDPLY,ARCHIDPLY,532994.0
ARCHIES,ARCHIES LTD,INE731A01020,BE,ARCHIES.NS,ARCHIES,ARCHIES,532212.0
ARCIIL,ARC INSULATION & INSU LTD,INE0YDV01010,SM,ARCIIL.NS,ARCIIL,,
ARCOTECH,ARCOTECH LIMITED,INE574I01035,BE,ARCOTECH.NS,ARCOTECH,,
AREM,AMARA RAJA ENERGY MOB LTD,INE885A01032,BE,AREM.NS,ARE&M,ARE&M,500008.0
ARENTERP,RAJDARSHAN INDUSTRIES LTD,INE610C01014,BE,ARENTERP.NS,ARENTERP,ARENTERP,526662.0
ARFIN,ARFIN INDIA LIMITED,INE784R01023,BE,ARFIN.NS,ARFIN,ARFIN,539151.0
ARHAM,ARHAM TECHNOLOGIES LTD,INE0L2Y01011,SM,ARHAM.NS,ARHAM,,
ARIES,ARIES AGRO LTD.,INE298I01015,BE,ARIES.NS,ARIES,ARIES,532935.0
ARIHANT,ARIHANT FOUN & HOU LTD,INE413D01011,BE,ARIHANT.NS,ARIHANT,ARIHANT,531381.0
ARIHANTACA,ARIHANT ACADEMY LIMITED,INE0NCC01015,SM,ARIHANTACA.NS,ARIHANTACA,,
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,INE420B01036,BE,ARIHANTCAP.NS,ARIHANTCAP,ARIHANTCAP,511605.0
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,INE643K01018,BE,ARIHANTSUP.NS,ARIHANTSUP,ARIHANTSUP,506194.0
ARISINFRA,ARISINFRA SOLUTIONS LTD,INE0H9P01028,BE,ARISINFRA.NS,ARISINFRA,ARISINFRA,544419.0
ARISTO,ARISTO BIO T AND LIFESC L,INE082101010,SM,ARISTO.NS,ARISTO,,
ARKADE,ARKADE DEVELOPERS LIMITED,INE0QRL01017,BE,ARKADE.NS,ARKADE,ARKADE,544261.0
ARMANFIN,ARMAN FIN SERV LTD,INE109C01017,BE,ARMANFIN.NS,ARMANFIN,ARMANFIN,531179.0
AROGRANITE,ARO GRANITE IND. LTD.,INE210C01013,BE,AROGRANITE.NS,AROGRANITE,AROGRANITE,513729.0
ARROWGREEN,ARROW GREENTECH LIMITED,INE570D01018,BE,ARROWGREEN.NS,ARROWGREEN,ARROWGREEN,516064.0
ARSHIYA,ARSHIYA LIMITED,INE968D01022,BE,ARSHIYA.NS,ARSHIYA,ARSHIYA,506074.0
ARSSBL,ANAND RATHI SH N STK BR L,INE549H01021,BE,ARSSBL.NS,ARSSBL,ARSSBL,544530.0
ARSSINFRA,ARSS INFRA PROJ. LTD,INE267I01010,BE,ARSSINFRA.NS,ARSSINFRA,,
ARTEDZ,ARTEDZ FABS LIMITED,INE00CO01016,SM,ARTEDZ.NS,ARTEDZ,,
ARTEMISMED,ARTEMIS MED SERVICE LTD,INE025R01021,BE,ARTEMISMED.NS,ARTEMISMED,ARTEMISMED,542919.0
ARTNIRMAN,ART NIRMAN LIMITED,INE738V01013,BE,ARTNIRMAN.NS,ARTNIRMAN,,
ARTSONENGG,ARTSON ENGINEERING LTD,INE533801010,EQ,ARTSONENGG.NS,ARTSONENGG,,
ARUNASUGAR,ARUNA SUGARS AND ENTERP.,INE008101011,EQ,ARUNASUGAR.NS,ARUNASUGAR,,
ARUNAYA,ARUNAYA ORGANICS LIMITED,INE0TTG01017,SM,ARUNAYA.NS,ARUNAYA,,
ARVEE,ARVEE LABORATORIES I LTD,INE006Z01016,BE,ARVEE.NS,ARVEE,,
ARVIND,ARVIND LIMITED,INE034A01011,BE,ARVIND.NS,ARVIND,ARVIND,500101.0
ARVINDFASN,ARVIND FASHIONS LIMITED,INE955V01021,BE,ARVINDFASN.NS,ARVINDFASN,ARVINDFASN,542484.0
ARVINDPORT,ARVIND PORT AND INFRA LTD,INE0P4T01013,SM,ARVINDPORT.NS,ARVINDPORT,,
ARVSMART,ARVIND SMARTSPACES LTD,INE034S01021,BE,ARVSMART.NS,ARVSMART,ARVSMART,539301.0
ARYAFINFAB,ARYAN FINEFAB LTD,INE008901014,EQ,ARYAFINFAB.NS,ARYAFINFAB,,
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,INE439A01020,BE,ASAHIINDIA.NS,ASAHIINDIA,ASAHIINDIA,515030.0
ASAHISONG,ASAHI SONGWON COLOR LTD,INE228I01012,BE,ASAHISONG.NS,ASAHISONG,ASAHISONG,532853.0
ASAL,AUTOMOTIVE STAMPINGS & AS,INE900C01027,BE,ASAL.NS,ASAL,ASAL,520119.0
ASALCBR,ASSO ALCOHOLS & BREW LTD,INE073G01016,BE,ASALCBR.NS,ASALCBR,ASALCBR,507526.0
ASCOM,ASCOM LEASIN & INVEST LTD,INE08KD01015,SM,ASCOM.NS,ASCOM,,
ASHALOG,ASHAPURA LOGISTICS LTD,INE0LAA01017,SM,ASHALOG.NS,ASHALOG,,
ASHAPURMIN,ASHAPURA MINECHEM LTD,INE348A01023,BE,ASHAPURMIN.NS,ASHAPURMIN,ASHAPURMIN,527001.0
ASHIANA,ASHIANA HOUSING LTD,INE365D01021,BE,ASHIANA.NS,ASHIANA,ASHIANA,523716.0
ASHIMASYN,ASHIMA LTD,INE440A01010,BE,ASHIMASYN.NS,ASHIMASYN,ASHIMASYN,514286.0
ASHOKA,ASHOKA BUILDCON LTD,INE442H01029,BE,ASHOKA.NS,ASHOKA,ASHOKA,533271.0
ASHOKALCO,ASHOK ALCO-CHEM LTD,INE010401011,EQ,ASHOKALCO.NS,ASHOKALCO,,
ASHOKAMET,ASHOKA METCAST LIMITED,INE760Y01011,BE,ASHOKAMET.NS,ASHOKAMET,ASHOKAMET,540923.0
ASHOKLEY,ASHOK LEYLAND -DEP SETT,INE208A01029,BE,ASHOKLEY.NS,ASHOKLEY,ASHOKLEY,500477.0
ASHOKORG,ASHOK ORGANIC INDUS. LTD.,INE010901010,EQ,ASHOKORG.NS,ASHOKORG,,
ASIAN-RE1,ASIAN GRANITO INDIA LIMIT,INE022I20027,BE,ASIAN-RE1.NS,ASIAN-RE1,,
ASIANALLOY,ASIAN ALLOYS LTD,INE011301012,EQ,ASIANALLOY.NS,ASIANALLOY,,
ASIANCONSO,ASIAN CONSOLIDATED INDUST,INE011901019,EQ,ASIANCONSO.NS,ASIANCONSO,,
ASIANENE,ASIAN ENERGY SERVICES LTD,INE276G01015,BE,ASIANENE.NS,ASIANENE,ASIANENE,530355.0
ASIANHOTNR,ASIAN HOTELS (NORTH) LTD,INE363A01022,BE,ASIANHOTNR.NS,ASIANHOTNR,ASIANHOTNR,500023.0
ASIANPAINT,ASIAN PAINTS LIMITED,INE021A01026,BE,ASIANPAINT.NS,ASIANPAINT,ASIANPAINT,500820.0
ASIANTILES,ASIAN GRANITO IND. LTD.,INE022I01019,BE,ASIANTILES.NS,ASIANTILES,ASIANTILES,532888.0
ASIL,AMIT SPINNING IND. LTD,INE988A01026,BE,ASIL.NS,ASIL,,
ASILIND,ASIL INDUSTRIES LTD.,INE012901018,EQ,ASILIND.NS,ASILIND,,
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,INE491J01022,BE,ASKAUTOLTD.NS,ASKAUTOLTD,ASKAUTOLTD,544022.0
ASLIND,ASL INDUSTRIES LIMITED,INE617I01024,SM,ASLIND.NS,ASLIND,,
ASMS,BARTRONICS INDIA LIMITED,INE855F01042,BE,ASMS.NS,ASMS,ASMS,532694.0
ASOCALCHOL,ASSOCIATED ALCOHOL & BREW,INE013401018,EQ,ASOCALCHOL.NS,ASOCALCHOL,,
ASPINWALL,ASPINWALL & CO LTD,INE991I01015,BE,ASPINWALL.NS,ASPINWALL,,
ASPIRE,ASPIRE & INNOVATIVE ADV L,INE0S7801010,SM,ASPIRE.NS,ASPIRE,,
ASSAMFRONT,AFT INDUSTRIES LTD.,INE417A01018,BE,ASSAMFRONT.NS,ASSAMFRONT,,
ASTEC,ASTEC LIFESCIENCES LTD,INE563J01010,BE,ASTEC.NS,ASTEC,ASTEC,533138.0
ASTERDM,ASTER DM HEALTHCARE LTD.,INE914M01019,BE,ASTERDM.NS,ASTERDM,ASTERDM,540975.0
ASTRAL,ASTRAL LIMITED,INE006I01046,BE,ASTRAL.NS,ASTRAL,ASTRAL,532830.0
ASTRAMICRO,ASTRA MICROWAVE LTD,INE386C01029,BE,ASTRAMICRO.NS,ASTRAMICRO,ASTRAMICRO,532493.0
ASTRAZEN,ASTRAZENECA PHARMA IND LT,INE203A01020,BE,ASTRAZEN.NS,ASTRAZEN,ASTRAZEN,506820.0
ASTRON,ASTRON PAPER BORD MIL LTD,INE646X01014,BE,ASTRON.NS,ASTRON,ASTRON,540824.0
ATALREAL,ATAL REALTECH LIMITED,INE0ALR01011,SM,ATALREAL.NS,ATALREAL,,
ATALREAL,ATAL REALTECH LIMITED,INE0ALR01029,BE,ATALREAL.NS,ATALREAL,ATALREAL,543911.0
ATAM,ATAM VALVES LIMITED,INE09KD01013,BE,ATAM.NS,ATAM,ATAM,543236.0
ATASHIND,ATASH INDUSTRIES LTD,INE014001015,EQ,ATASHIND.NS,ATASHIND,,
ATCENERGY,ATC ENERGIES SYSTEM LTD,INE0V0Q01019,SM,ATCENERGY.NS,ATCENERGY,,
ATCOM,ATCOM TECHNOLOGIES LTD,INE834A01014,BE,ATCOM.NS,ATCOM,,
ATGL,ADANI TOTAL GAS LIMITED,INE399L01023,BE,ATGL.NS,ATGL,ATGL,542066.0
ATHERENERG,ATHER ENERGY LIMITED,INE0LEZ01016,BE,ATHERENERG.NS,ATHERENERG,ATHERENERG,544397.0
ATL,ALLCARGO TERMINALS LTD,INE0NN701020,BE,ATL.NS,ATL,ATL,543954.0
ATLANTAA,ATLANTAA LIMITED,INE285H01022,BE,ATLANTAA.NS,ATLANTAA,ATLANTAA,532759.0
ATLANTAELE,ATLANTA ELECTRICALS LTD,INE0Z4F01028,BE,ATLANTAELE.NS,ATLANTAELE,ATLANTAELE,544527.0
ATLANTSPG,ATLANTIC SPG & WVG MILLS,INE014401017,EQ,ATLANTSPG.NS,ATLANTSPG,,
ATLASCOPCO,ATLAS COPCO (I) LTD DEPO,INE445A01019,BE,ATLASCOPCO.NS,ATLASCOPCO,,
ATLASCYCLE,ATLAS CYCLE (HARYANA) LTD,INE446A01025,BE,ATLASCYCLE.NS,ATLASCYCLE,ATLASCYCLE,505029.0
ATMASTCO,ATMASTCO LIMITED,INE05DH01017,SM,ATMASTCO.NS,ATMASTCO,,
ATNINTER,ATN INTERNATIONAL LTD,INE803A01027,BE,ATNINTER.NS,ATNINTER,,
ATUL,ATUL LTD,INE100A01010,BE,ATUL.NS,ATUL,ATUL,500027.0
ATULAUTO,ATUL AUTO LIMITED,INE951D01028,BE,ATULAUTO.NS,ATULAUTO,ATULAUTO,531795.0
ATVPETRO,SVC SUPERCHEM LTD. - DEPO,INE038B01010,BE,ATVPETRO.NS,ATVPETRO,SVCIND,524488.0
ATVPROJ,ATV PROJECTS INDIA LTD,INE015201010,EQ,ATVPROJ.NS,ATVPROJ,,
AUBANK,AU SMALL FINANCE BANK LTD,INE949L01017,BE,AUBANK.NS,AUBANK,AUBANK,540611.0
AURANPAPER,AURANGABAD PAPER MILLS LT,INE015401016,EQ,AURANPAPER.NS,AURANPAPER,,
AURDIS,AURANGABAD DISTILLERY LTD,INE448V01019,SM,AURDIS.NS,AURDIS,,
AURIONPRO,AURIONPRO SOLN LTD,INE132H01018,BE,AURIONPRO.NS,AURIONPRO,AURIONPRO,532668.0
AUROIMPEX,AURO IMPEX & CHEMICALS L,INE0NUL01018,SM,AUROIMPEX.NS,AUROIMPEX,,
AUROPHARMA,AUROPHARMA-DEP SETT,INE406A01037,BE,AUROPHARMA.NS,AUROPHARMA,AUROPHARMA,524804.0
AURUM,AURUM PROPTECH LIMITED,INE898S01029,BE,AURUM.NS,AURUM,AURUM,539289.0
AUSL,ADITYA ULTRA STEEL LTD,INE01YQ01013,SM,AUSL.NS,AUSL,,
AUSOMENT,AUSOM ENTERPRISE LIMITED,INE218C01016,BE,AUSOMENT.NS,AUSOMENT,AUSOMENT,509009.0
AUSTRAL,AUSTRAL COKE & PRO LTD,INE455J01027,BE,AUSTRAL.NS,AUSTRAL,,
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,INE449A01011,BE,AUTOAXLES.NS,AUTOAXLES,AUTOAXLES,505010.0
AUTOBEES,NIPPONAMC - NETFAUTO,INF204KC1337,EQ,AUTOBEES.NS,AUTOBEES,,
AUTOCORP,AUTOMOBILE CORP OF GOA LT,INE016201019,EQ,AUTOCORP.NS,AUTOCORP,,
AUTOIETF,ICICIPRAMC - ICICIAUTO,INF109KC10V2,EQ,AUTOIETF.NS,AUTOIETF,AUTOIETF,543450.0
AUTOIND,AUTOLINE INDUSTRIES LTD,INE718H01014,BE,AUTOIND.NS,AUTOIND,AUTOIND,532797.0
AUTOLEC,AUTOLEC INDUSTRIES LTD.,INE134C01015,BE,AUTOLEC.NS,AUTOLEC,,
AUTOLITIND,AUTOLITE (INDIA) LIMITED,INE448A01013,BE,AUTOLITIND.NS,AUTOLITIND,,
AUTOPALIND,AUTOPAL INDUSTRIES LTD,INE016401015,EQ,AUTOPALIND.NS,AUTOPALIND,,
AUTORIDFIN,AUTORIDERS FINANCE LTD.,INE450A01019,BE,AUTORIDFIN.NS,AUTORIDFIN,,
AVADHSUGAR,AVADH SUG & ENERGY LTD,INE349W01017,BE,AVADHSUGAR.NS,AVADHSUGAR,AVADHSUGAR,540649.0
AVALON,AVALON TECHNOLOGIES LTD,INE0LCL01028,BE,AVALON.NS,AVALON,AVALON,543896.0
AVANTEL,AVANTEL LIMITED,INE005B01027,BE,AVANTEL.NS,AVANTEL,AVANTEL,532406.0
AVANTIFEED,AVANTI FEEDS LIMITED,INE871C01038,BE,AVANTIFEED.NS,AVANTIFEED,AVANTIFEED,512573.0
AVERY,AVERY INDIA LTD-DEPO,INE906A01010,BE,AVERY.NS,AVERY,,
AVG,AVG LOGISTICS LIMITED,INE680Z01018,BE,AVG.NS,AVG,AVG,543910.0
AVIANSH,AVI ANSH TEXTILE LIMITED,INE0TFB01017,SM,AVIANSH.NS,AVIANSH,,
AVL,ADITYA VISION LIMITED,INE679V01027,BE,AVL.NS,AVL,AVL,540205.0
AVONIND,AVON INDUSTRIES LTD,INE446301017,EQ,AVONIND.NS,AVONIND,,
AVONMORE,AVONMORE CAP&MGT SERV LTD,INE323B01024,BE,AVONMORE.NS,AVONMORE,AVONMORE,511589.0
AVPINFRA,AVP INFRACON LIMITED,INE0R9401019,SM,AVPINFRA.NS,AVPINFRA,,
AVROIND,AVRO INDIA LIMITED,INE652Z01017,BE,AVROIND.NS,AVROIND,AVROIND,543512.0
AVSL,AVSL INDUSTRIES LIMITED,INE522V01011,SM,AVSL.NS,AVSL,,
AVTNPL,AVT NATURAL PRODUCTS LTD,INE488D01021,BE,AVTNPL.NS,AVTNPL,AVTNPL,519105.0
AWFIS,AWFIS SPACE SOLUTIONS LTD,INE108V01019,BE,AWFIS.NS,AWFIS,AWFIS,544181.0
AWHCL,ANTONY WASTE HDG CELL LTD,INE01BK01022,BE,AWHCL.NS,AWHCL,AWHCL,543254.0
AWL,AWL AGRI BUSINESS LIMITED,INE699H01024,BE,AWL.NS,AWL,AWL,543458.0
AXISBANK,AXIS BANK LIMITED,INE238A01034,BE,AXISBANK.NS,AXISBANK,AXISBANK,532215.0
AXISBNKETF,AXISAMC - AXISBNKETF,INF846K01X63,EQ,AXISBNKETF.NS,AXISBNKETF,,
AXISBPSETF,AXISAMC - AXISBPSETF,INF846K01Z04,EQ,AXISBPSETF.NS,AXISBPSETF,,
AXISCADES,AXISCADES TECH LTD,INE555B01013,BE,AXISCADES.NS,AXISCADES,AXISCADES,532395.0
AXISCETF,AXISAMC - AXISCETF,INF846K016C7,EQ,AXISCETF.NS,AXISCETF,,
AXISGOLD,AXIS MF - AXIS GOLD ETF,INF846K01W80,EQ,AXISGOLD.NS,AXISGOLD,AXISGOLD,533570.0
AXISHCETF,AXISAMC - AXISHCETF,INF846K01Z12,EQ,AXISHCETF.NS,AXISHCETF,AXISHCETF,543348.0
AXISILVER,AXISAMC - AXISILVER,INF846K011K1,EQ,AXISILVER.NS,AXISILVER,,
AXISNIFTY,AXISAMC - AXISNIFTY,INF846K01W98,EQ,AXISNIFTY.NS,AXISNIFTY,,
AXISTECETF,AXISAMC - AXISTECETF,INF846K01Y96,EQ,AXISTECETF.NS,AXISTECETF,AXISTECETF,543347.0
AXISVALUE,AXISAMC - AXISVALUE,INF846KA1119,EQ,AXISVALUE.NS,AXISVALUE,AXISVALUE,544382.0
AXITA,AXITA COTTON LIMITED,INE02EZ01022,BE,AXITA.NS,AXITA,AXITA,542285.0
AXSENSEX,AXISAMC - AXSENSEX,INF846K010Q0,EQ,AXSENSEX.NS,AXSENSEX,,
AYMSYNTEX,AYM SYNTEX LIMITED,INE193B01039,BE,AYMSYNTEX.NS,AYMSYNTEX,AYMSYNTEX,508933.0
AZAD,AZAD ENGINEERING LIMITED,INE02IJ01035,BE,AZAD.NS,AZAD,AZAD,544061.0
BABAFOOD,BABA AGRO FOOD LIMITED,INE672X01010,SM,BABAFOOD.NS,BABAFOOD,,
